Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
S18472600123,04/16/2014,2500,Hy-Vee Food Store #1 / Ames,3800 W LINCOLN WAY,AMES,50010,"3800 W LINCOLN WAY
AMES 50010
(42.023145, -93.715664)",85.0,Story,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.50,$14.25,4,$57.00,3.0,0.79
S20679200142,08/14/2014,2552,Hy-Vee Food Store #3 / Cedar Rapids,20 WILSON AVENUE WEST,CEDAR RAPIDS,52404,"20 WILSON AVENUE WEST
CEDAR RAPIDS 52404
(41.955861, -91.658753)",57.0,Linn,1062050.0,BARBADOS RUM,205.0,E AND J GALLO WINERY,42437,Shellback Silver,12,750,$6.49,$10.49,4,$41.96,3.0,0.79
S21011000003,09/08/2014,3934,Wal-Mart 1509 / Maquoketa,103 E CARLISLE,MAQUOKETA,52060,"103 E CARLISLE
MAQUOKETA 52060
(42.049942, -90.665308)",49.0,Jackson,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42244,Blue Chair Bay Coconut Spiced,12,750,$9.42,$14.13,36,$508.68,27.0,7.13
S13554300304,07/24/2013,2500,Hy-Vee Food Store #1 / Ames,3800 W LINCOLN WAY,AMES,50010,"3800 W LINCOLN WAY
AMES 50010
(42.023145, -93.715664)",85.0,Story,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.49,$14.24,3,$42.72,2.25,0.59
S05363700001,05/03/2012,4280,Slagle's Grocery / Le Claire,1301 EAGLE RIDGE RD,LE CLAIRE,52753,"1301 EAGLE RIDGE RD
LE CLAIRE 52753
(41.587349, -90.359813)",82.0,Scott,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42668,Mt Gay Eclipse Rum,6,1750,$16.99,$25.48,6,$152.88,10.5,2.77
S25698400023,05/18/2015,2532,Hy-Vee Food Store #2 / Des Moines,2540 E EUCLID,DES MOINES,50317,"2540 E EUCLID
DES MOINES 50317
(41.627842, -93.568427)",77.0,Polk,1062050.0,BARBADOS RUM,205.0,E AND J GALLO WINERY,42437,Shellback Silver,12,750,$6.49,$10.49,12,$125.88,9.0,2.38
S16136300031,12/09/2013,2653,Hy-Vee Wine and Spirits / Washington,1004 W MADISON ST,WASHINGTON,52353,"1004 W MADISON ST
WASHINGTON 52353
(41.296576, -91.704551)",92.0,Washington,1062050.0,BARBADOS RUM,205.0,E AND J GALLO WINERY,42437,Shellback Silver,12,750,$6.49,$10.49,2,$20.98,1.5,0.4
S15746700073,11/18/2013,4219,Lake Liquors Wine and Spirits,910 N 8TH ST W,CLEAR LAKE,50428,"910 N 8TH ST W
CLEAR LAKE 50428
(43.142775, -93.396651)",17.0,Cerro Gordo,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42244,Blue Chair Bay Coconut Spiced,12,750,$9.42,$14.13,1,$14.13,0.75,0.2
S27833200004,09/15/2015,4792,Casey's General Store #2899 / De Sot,1100 GREENE ST,DE SOTO,50069,"1100 GREENE ST
DE SOTO 50069
(42.066915, -93.8834)",25.0,Dallas,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42204,Blue Chair Bay Banana,12,750,$9.42,$14.13,12,$169.56,9.0,2.38
S21603500075,10/06/2014,3773,Benz Distributing,501 7TH AVE SE,CEDAR RAPIDS,52401,"501 7TH AVE SE
CEDAR RAPIDS 52401
(41.975739, -91.659878)",57.0,Linn,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$8.75,$13.50,12,$162.00,9.0,2.38
S21038900031,09/04/2014,4988,Happy's Wine & Spirits,5925 UNIVERSITY AVE,CEDAR FALLS,50613,"5925 UNIVERSITY AVE
CEDAR FALLS 50613
(42.512766, -92.429371)",7.0,Black Hawk,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42242,Blue Chair Bay Coconut,12,750,$9.42,$14.13,2,$28.26,1.5,0.4
S19423200043,06/09/2014,3352,Cork 'n' Bottle,900 EAST MAIN ST.,MANCHESTER,52057,"900 EAST MAIN ST.
MANCHESTER 52057
(42.484073, -91.445037)",28.0,Delaware,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42240,Blue Chair Bay White,12,750,$9.42,$14.13,3,$42.39,2.25,0.59
S16231700014,12/11/2013,4057,Tequila's Liquor Store,1434 DES MOINES ST STE 5,DES MOINES,50316,"1434 DES MOINES ST STE 5
DES MOINES 50316
(41.594713, -93.597039)",77.0,Polk,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42507,Mt. Gay Black Barrel,12,750,$14.99,$22.49,2,$44.98,1.5,0.4
S19311800035,06/03/2014,4117,Tobacco Shop / Arnolds Park,612 S HIGHWAY 71 UNIT 4,ARNOLDS PARK,51331,"612 S HIGHWAY 71 UNIT 4
ARNOLDS PARK 51331
(43.360706, -95.141004)",30.0,Dickinson,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$8.75,$13.50,2,$27.00,1.5,0.4
S17904400108,03/17/2014,2599,Hy-Vee Wine and Spirits / Coralville,1914 8TH STREET,CORALVILLE,52241,"1914 8TH STREET
CORALVILLE 52241
(41.682013, -91.590715)",52.0,Johnson,1062050.0,BARBADOS RUM,420.0,"Moet Hennessy USA, Inc.",42936,10 Cane Rum,6,750,$12.50,$18.75,2,$37.50,1.5,0.4
S15831300117,11/20/2013,3820,"Charlie's Wine and Spirits,",507 W 19th St,SIOUX CITY,51103,"507 W 19th St
SIOUX CITY 51103
(42.510535, -96.420193)",97.0,Woodbury,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42244,Blue Chair Bay Coconut Spiced,12,750,$9.42,$14.13,12,$169.56,9.0,2.38
S23792200066,02/02/2015,4967,Jeff's Market / Blue Grass,"102, W MAYNE ST",BLUE GRASS,52726,"102, W MAYNE ST
BLUE GRASS 52726
(41.509119, -90.766126)",82.0,Scott,1062050.0,BARBADOS RUM,205.0,E AND J GALLO WINERY,42437,Shellback Silver,12,750,$8.00,$12.00,1,$12.00,0.75,0.2
S06435400115,07/06/2012,2599,Hy-Vee Wine and Spirits / Coralville,1914 8TH STREET,CORALVILLE,52241,"1914 8TH STREET
CORALVILLE 52241
(41.682013, -91.590715)",52.0,Johnson,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.00,$13.50,12,$162.00,9.0,2.38
S13805500024,08/08/2013,4161,Fareway Stores #950 / Iowa City,2530 WESTWINDS DR,IOWA CITY,52246,"2530 WESTWINDS DR
IOWA CITY 52246
(41.650843, -91.575633)",52.0,Johnson,1062050.0,BARBADOS RUM,205.0,E AND J GALLO WINERY,42437,Shellback Silver,12,750,$6.49,$10.49,4,$41.96,3.0,0.79
S19927300047,07/09/2014,3354,Sam's Club 8238 / Davenport,3845 ELMORE AVE.,DAVENPORT,52807,"3845 ELMORE AVE.
DAVENPORT 52807
(41.559724, -90.52708)",82.0,Scott,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.50,$14.25,24,$342.00,18.0,4.76
S09539200240,12/18/2012,2506,Hy-Vee #1044 / Burlington,3140 AGENCY,BURLINGTON,52601,"3140 AGENCY
BURLINGTON 52601
(40.814689, -91.137509)",29.0,Des Moines,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$8.49,$13.11,2,$26.22,1.5,0.4
S26043600026,06/08/2015,4856,Brothers Market / Lisbon,930 COMMERCIAL ST,LISBON,52253,"930 COMMERCIAL ST
LISBON 52253
",57.0,Linn,1062050.0,BARBADOS RUM,205.0,E AND J GALLO WINERY,42437,Shellback Silver,12,750,$8.00,$12.00,3,$36.00,2.25,0.59
S21009500003,09/04/2014,3624,Wal-Mart 0748 / Newton,300 IOWA SPEEDWAY DR,NEWTON,50208,"300 IOWA SPEEDWAY DR
NEWTON 50208
(41.697436, -93.014458)",50.0,Jasper,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42244,Blue Chair Bay Coconut Spiced,12,750,$9.42,$14.13,36,$508.68,27.0,7.13
S27799900183,09/09/2015,2603,Hy-Vee Wine and Spirits / Bettendorf,2890 DEVILS GLEN ROAD,BETTENDORF,52722,"2890 DEVILS GLEN ROAD
BETTENDORF 52722
(41.552406, -90.483701)",82.0,Scott,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.98,$14.97,3,$44.91,2.25,0.59
S17007800009,01/23/2014,3756,Main Street Liquors / Manning,316 MAIN ST,MANNING,51455,"316 MAIN ST
MANNING 51455
(41.908573, -95.065122)",14.0,Carroll,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42242,Blue Chair Bay Coconut,12,750,$9.42,$14.13,1,$14.13,0.75,0.2
S17703800031,03/04/2014,2529,Hy-Vee Drugstore #4 / Cedar Rapids,4825 JOHNSON AVE NW,CEDAR RAPIDS,52405,"4825 JOHNSON AVE NW
CEDAR RAPIDS 52405
(41.968342, -91.733373)",57.0,Linn,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42244,Blue Chair Bay Coconut Spiced,12,750,$9.42,$14.13,12,$169.56,9.0,2.38
S15843200151,11/20/2013,2560,Hy-Vee Food Store / Marion,3600 BUSINESS HWY 151 EAST,MARION,52302,"3600 BUSINESS HWY 151 EAST
MARION 52302
",57.0,Linn,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.50,$14.25,4,$57.00,3.0,0.79
S08661600204,10/30/2012,2614,Hy-Vee #3 Food and Drugstore,1823 E KIMBERLY RD,DAVENPORT,52807,"1823 E KIMBERLY RD
DAVENPORT 52807
(41.556781, -90.548919)",82.0,Scott,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$8.49,$13.11,3,$39.33,2.25,0.59
S07375300115,08/28/2012,2619,Hy-Vee Wine and Spirits / WDM,1725  74TH ST,WEST DES MOINES,50266,"1725 74TH ST
WEST DES MOINES 50266
(41.598514, -93.808855)",77.0,Polk,1062050.0,BARBADOS RUM,205.0,E AND J GALLO WINERY,42433,Shellback Silver Mini,12,500,$4.95,$7.43,12,$89.16,6.0,1.59
S26440000115,06/26/2015,4794,Smokin' Joe's #17 Tobacco and Liquor,110 S ROOSEVELT HWY 61,BURLINGTON,52601,"110 S ROOSEVELT HWY 61
BURLINGTON 52601
(40.809556, -91.141395)",29.0,Des Moines,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42240,Blue Chair Bay White,12,750,$9.42,$14.13,1,$14.13,0.75,0.2
S20617900047,08/12/2014,4344,Spirits / Grimes,109 EAST 1ST ST STE B,GRIMES,50111,"109 EAST 1ST ST STE B
GRIMES 50111
(41.6884, -93.793812)",77.0,Polk,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42242,Blue Chair Bay Coconut,12,750,$9.42,$14.13,1,$14.13,0.75,0.2
S23869800040,02/04/2015,3869,Bootleggin' Barzini's Fin,412  1ST AVE,CORALVILLE,52241,"412 1ST AVE
CORALVILLE 52241
(41.672672, -91.565517)",52.0,Johnson,1062050.0,BARBADOS RUM,205.0,E AND J GALLO WINERY,42437,Shellback Silver,12,750,$8.00,$12.00,2,$24.00,1.5,0.4
S21334900051,09/22/2014,2555,Hy-Vee Food Store / Keokuk,3111 MAIN,KEOKUK,52632,"3111 MAIN
KEOKUK 52632
(40.414975, -91.403338)",56.0,Lee,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.50,$14.25,2,$28.50,1.5,0.4
S19305200114,06/02/2014,3456,Quick Shop / Clear Lake,904 N 8TH ST,CLEAR LAKE,50428,"904 N 8TH ST
CLEAR LAKE 50428
(43.142868, -93.378772)",17.0,Cerro Gordo,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$8.75,$13.50,3,$40.50,2.25,0.59
S26644200014,07/08/2015,3565,Hartig Drug Store #10,701 MORMON TREK BLVD,IOWA CITY,52246,"701 MORMON TREK BLVD
IOWA CITY 52246
(41.651985, -91.574025)",52.0,Johnson,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42242,Blue Chair Bay Coconut,12,750,$9.42,$14.13,2,$28.26,1.5,0.4
S05736900036,05/25/2012,2248,Ingersoll Liquor and Beverage,3500 INGERSOLL AVE,DES MOINES,50312,"3500 INGERSOLL AVE
DES MOINES 50312
(41.586319, -93.664182)",77.0,Polk,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.00,$13.50,12,$162.00,9.0,2.38
S19715100006,06/24/2014,4829,Central City 2,1501 MICHIGAN AVE,DES MOINES,50314,"1501 MICHIGAN AVE
DES MOINES 50314
(41.605561, -93.613738)",77.0,Polk,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$8.75,$13.50,12,$162.00,9.0,2.38
S13059100079,06/27/2013,2588,Hy-Vee Food and Drug #6 / Cedar Rapi,4035 MT. VERNON ROAD S.E.,CEDAR RAPIDS,52403,"4035 MT. VERNON ROAD S.E.
CEDAR RAPIDS 52403
(41.976831, -91.61041)",57.0,Linn,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.49,$14.24,2,$28.48,1.5,0.4
S23693900057,01/27/2015,2602,Hy-Vee Food Store / Webster City,823  2ND ST,WEBSTER CITY,50595,"823 2ND ST
WEBSTER CITY 50595
(42.469466, -93.825486)",40.0,Hamilton,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42244,Blue Chair Bay Coconut Spiced,12,750,$9.42,$14.13,4,$56.52,3.0,0.79
S27901300049,09/15/2015,2556,Hy-Vee Wine and Spirits / Esthervill,2608 E. CENTRAL AVENUE,ESTHERVILLE,51334,"2608 E. CENTRAL AVENUE
ESTHERVILLE 51334
",32.0,Emmet,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42242,Blue Chair Bay Coconut,12,750,$9.42,$14.13,1,$14.13,0.75,0.2
S22048000198,10/28/2014,2629,Hy-Vee Food Store #2 / Council Bluff,1745 MADISON AVE,COUNCIL BLUFFS,51503,"1745 MADISON AVE
COUNCIL BLUFFS 51503
(41.242732, -95.825137)",78.0,Pottawattamie,1062050.0,BARBADOS RUM,420.0,"Moet Hennessy USA, Inc.",42936,10 Cane Rum,6,750,$12.50,$18.75,4,$75.00,3.0,0.79
S25505200093,05/06/2015,2502,Hy-Vee Wine and Spirits / Ankeny,410 NORTH ANKENY BLVD,ANKENY,50021,"410 NORTH ANKENY BLVD
ANKENY 50021
",77.0,Polk,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.98,$14.97,4,$59.88,3.0,0.79
S18229900012,04/02/2014,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14TH ST,DES MOINES,50320,"3221 SE 14TH ST
DES MOINES 50320
(41.554101, -93.596754)",77.0,Polk,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.50,$14.25,12,$171.00,9.0,2.38
S22248600029,11/06/2014,4969,Lake Liquors Wine and Spirits,910 N 8TH ST W,CLEAR LAKE,50428,"910 N 8TH ST W
CLEAR LAKE 50428
(43.142775, -93.396651)",17.0,Cerro Gordo,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.50,$14.25,12,$171.00,9.0,2.38
S25793600128,05/21/2015,2515,Hy-Vee Food Store #1 / Mason City,2400 4TH ST SW,MASON CITY,50401,"2400 4TH ST SW
MASON CITY 50401
(43.148446, -93.236556)",17.0,Cerro Gordo,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42242,Blue Chair Bay Coconut,12,750,$9.42,$14.13,2,$28.26,1.5,0.4
S19939500139,07/07/2014,2573,Hy-Vee Food Store / Muscatine,2400 2ND AVE,MUSCATINE,52761,"2400 2ND AVE
MUSCATINE 52761
(41.45135, -91.035137)",70.0,Muscatine,1062050.0,BARBADOS RUM,460.0,Shaw Ross International Importers LL,44266,British Navy Pusser's Rum,6,750,$12.02,$18.03,2,$36.06,1.5,0.4
S21008600003,09/09/2014,3625,Wal-Mart 0892 / Ankeny,1002 SE NATIONAL DR,ANKENY,50021,"1002 SE NATIONAL DR
ANKENY 50021
(41.704864, -93.582728)",77.0,Polk,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42244,Blue Chair Bay Coconut Spiced,12,750,$9.42,$14.13,36,$508.68,27.0,7.13
S10965700118,03/06/2013,2536,HY-VEE / PLEASANT HILL,4815 MAPLE DRIVE,PLEASANT HILL,50317,"4815 MAPLE DRIVE
PLEASANT HILL 50317
",77.0,Polk,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.24,$13.86,1,$13.86,0.75,0.2
S26666800180,07/09/2015,2616,Hy-Vee Food and Drug / Clinton,901 SOUTH 4TH ST,CLINTON,52732,"901 SOUTH 4TH ST
CLINTON 52732
(41.836268, -90.193205)",23.0,Clinton,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42242,Blue Chair Bay Coconut,12,750,$9.42,$14.13,2,$28.26,1.5,0.4
S04271200126,02/27/2012,3692,Wilkie Liquors,724  1ST ST E,MT VERNON,52314,"724 1ST ST E
MT VERNON 52314
(41.91776, -91.410151)",57.0,Linn,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.00,$13.50,3,$40.50,2.25,0.59
S25751000092,05/20/2015,2500,Hy-Vee Food Store #1 / Ames,3800 W LINCOLN WAY,AMES,50010,"3800 W LINCOLN WAY
AMES 50010
(42.023145, -93.715664)",85.0,Story,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42240,Blue Chair Bay White,12,750,$9.42,$14.13,2,$28.26,1.5,0.4
S14352400001,09/05/2013,2624,Hy-Vee #2 / Dubuque,2395 NW ARTERIAL RD,DUBUQUE,52002,"2395 NW ARTERIAL RD
DUBUQUE 52002
(42.516621, -90.741064)",31.0,Dubuque,1062050.0,BARBADOS RUM,305.0,MHW Ltd,942240,Blue Chair Bay White Rum,12,750,$9.42,$14.13,12,$169.56,9.0,2.38
S25311100034,04/27/2015,3838,Schnucks / Bettendorf,858 MIDDLE RD,BETTENDORF,52722,"858 MIDDLE RD
BETTENDORF 52722
(41.539421, -90.520013)",48.0,Iowa,1062050.0,BARBADOS RUM,205.0,E AND J GALLO WINERY,42437,Shellback Silver,12,750,$8.00,$12.00,12,$144.00,9.0,2.38
S24729400108,03/25/2015,4129,Cyclone Liquors,626 LINCOLN WAY,AMES,50010,"626 LINCOLN WAY
AMES 50010
(42.022854, -93.618911)",85.0,Story,1062050.0,BARBADOS RUM,460.0,Shaw Ross International Importers LL,44266,British Navy Pusser's Rum,6,750,$12.02,$18.03,2,$36.06,1.5,0.4
S22412800112,11/18/2014,2620,Hy-Vee / Windsor Heights,7101 UNIVERSITY AVE,WINDSOR HEIGHTS,50311,"7101 UNIVERSITY AVE
WINDSOR HEIGHTS 50311
(41.600375, -93.715949)",77.0,Polk,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.50,$14.25,2,$28.50,1.5,0.4
S26073900074,06/08/2015,2647,Hy-Vee #7 / Cedar Rapids,5050 EDGEWOOD RD,CEDAR RAPIDS,52411,"5050 EDGEWOOD RD
CEDAR RAPIDS 52411
(42.030457, -91.701432)",57.0,Linn,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42242,Blue Chair Bay Coconut,12,750,$9.42,$14.13,2,$28.26,1.5,0.4
S12377900021,05/22/2013,4137,Fareway Stores #989 / Waukee,200 SE LAUREL ST,WAUKEE,50263,"200 SE LAUREL ST
WAUKEE 50263
(41.614033, -93.86786)",25.0,Dallas,1062050.0,BARBADOS RUM,205.0,E AND J GALLO WINERY,42437,Shellback Silver,12,750,$6.49,$10.49,12,$125.88,9.0,2.38
S18484500338,04/17/2014,4988,Happy's Wine & Spirits,5925 UNIVERSITY AVE,CEDAR FALLS,50613,"5925 UNIVERSITY AVE
CEDAR FALLS 50613
(42.512766, -92.429371)",7.0,Black Hawk,1062050.0,BARBADOS RUM,205.0,E AND J GALLO WINERY,42437,Shellback Silver,12,750,$8.00,$12.00,3,$36.00,2.25,0.59
S24666800012,03/23/2015,2478,Prairie Meadows,ONE PRAIRIE MEADOWS DRIVE,ALTOONA,50009,"ONE PRAIRIE MEADOWS DRIVE
ALTOONA 50009
",77.0,Polk,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42204,Blue Chair Bay Banana,12,750,$9.42,$14.13,12,$169.56,9.0,2.38
S18903300092,05/12/2014,2603,Hy-Vee Wine and Spirits / Bettendorf,2890 DEVILS GLEN ROAD,BETTENDORF,52722,"2890 DEVILS GLEN ROAD
BETTENDORF 52722
(41.552406, -90.483701)",82.0,Scott,1062050.0,BARBADOS RUM,205.0,E AND J GALLO WINERY,42437,Shellback Silver,12,750,$6.49,$10.49,12,$125.88,9.0,2.38
S07282600150,08/23/2012,4129,Cyclone Liquors,626 LINCOLN WAY,AMES,50010,"626 LINCOLN WAY
AMES 50010
(42.022854, -93.618911)",85.0,Story,1062050.0,BARBADOS RUM,205.0,E AND J GALLO WINERY,42437,Shellback Silver,12,750,$7.99,$11.99,3,$35.97,2.25,0.59
S27140300016,08/05/2015,2285,John's Grocery,401 EAST MARKET ST,IOWA CITY,52240,"401 EAST MARKET ST
IOWA CITY 52240
(41.663541, -91.530112)",52.0,Johnson,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.23,$14.22,12,$170.64,9.0,2.38
S27843000028,09/10/2015,2515,Hy-Vee Food Store #1 / Mason City,2400 4TH ST SW,MASON CITY,50401,"2400 4TH ST SW
MASON CITY 50401
(43.148446, -93.236556)",17.0,Cerro Gordo,1062050.0,BARBADOS RUM,460.0,Shaw Ross International Importers LL,44266,British Navy Pusser's Rum,6,750,$12.02,$18.03,2,$36.06,1.5,0.4
S17020700111,01/23/2014,2552,Hy-Vee Food Store #3 / Cedar Rapids,20 WILSON AVENUE WEST,CEDAR RAPIDS,52404,"20 WILSON AVENUE WEST
CEDAR RAPIDS 52404
(41.955861, -91.658753)",57.0,Linn,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42244,Blue Chair Bay Coconut Spiced,12,750,$9.42,$14.13,3,$42.39,2.25,0.59
S05783200102,05/30/2012,2644,Hy-Vee Fort Dodge Wine and Spirits,1511 2ND AVE NORTH,FORT DODGE,50501,"1511 2ND AVE NORTH
FORT DODGE 50501
(42.508344, -94.177165)",94.0,Webster,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.00,$13.50,6,$81.00,4.5,1.19
S14935100004,10/03/2013,3565,Hartig Drug Store #10,701 MORMON TREK BLVD,IOWA CITY,52246,"701 MORMON TREK BLVD
IOWA CITY 52246
(41.651985, -91.574025)",52.0,Johnson,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$8.74,$13.49,12,$161.88,9.0,2.38
S26987800007,07/27/2015,2590,Hy-Vee Food Store #5 / Cedar Rapids,3235 OAKLAND ROAD NE,CEDAR RAPIDS,52402,"3235 OAKLAND ROAD NE
CEDAR RAPIDS 52402
(42.010972, -91.658105)",57.0,Linn,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42242,Blue Chair Bay Coconut,12,750,$9.42,$14.13,2,$28.26,1.5,0.4
S10256600089,01/28/2013,3456,Quick Shop / Clear Lake,904 N 8TH ST,CLEAR LAKE,50428,"904 N 8TH ST
CLEAR LAKE 50428
(43.142868, -93.378772)",17.0,Cerro Gordo,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.24,$13.86,2,$27.72,1.5,0.4
S20934100089,08/28/2014,2515,Hy-Vee Food Store #1 / Mason City,2400 4TH ST SW,MASON CITY,50401,"2400 4TH ST SW
MASON CITY 50401
(43.148446, -93.236556)",17.0,Cerro Gordo,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$8.75,$13.50,3,$40.50,2.25,0.59
S20842400136,08/26/2014,2620,Hy-Vee / Windsor Heights,7101 UNIVERSITY AVE,WINDSOR HEIGHTS,50311,"7101 UNIVERSITY AVE
WINDSOR HEIGHTS 50311
(41.600375, -93.715949)",77.0,Polk,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$8.75,$13.50,2,$27.00,1.5,0.4
S11083600005,03/13/2013,2605,Hy-Vee Drugstore #5 / Cedar Rapids,2001 BLAIRS FERRY ROAD NE,CEDAR RAPIDS,52402,"2001 BLAIRS FERRY ROAD NE
CEDAR RAPIDS 52402
(42.034799, -91.668909)",57.0,Linn,1062050.0,BARBADOS RUM,420.0,"Moet Hennessy USA, Inc.",42936,10 Cane Rum,6,750,$14.98,$22.47,6,$134.82,4.5,1.19
S23527600105,01/15/2015,2515,Hy-Vee Food Store #1 / Mason City,2400 4TH ST SW,MASON CITY,50401,"2400 4TH ST SW
MASON CITY 50401
(43.148446, -93.236556)",17.0,Cerro Gordo,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.50,$14.25,2,$28.50,1.5,0.4
S15988100093,12/02/2013,2191,Keokuk Spirits,1013 MAIN,KEOKUK,52632,"1013 MAIN
KEOKUK 52632
(40.39978, -91.387531)",56.0,Lee,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$8.75,$13.50,1,$13.50,0.75,0.2
S25309900042,04/27/2015,2648,Hy-Vee #4 / WDM,555 S 51ST ST,WEST DES MOINES,50265,"555 S 51ST ST
WEST DES MOINES 50265
(41.561219, -93.773583)",77.0,Polk,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42686,Mt. Gay Extra Old,6,750,$19.99,$29.99,12,$359.88,9.0,2.38
S24142300107,02/19/2015,2561,Hy-Vee Food Store / Fleur / DSM,4605 FLEUR DRIVE,DES MOINES,50321,"4605 FLEUR DRIVE
DES MOINES 50321
(41.542816, -93.644943)",77.0,Polk,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42686,Mt. Gay Extra Old,6,750,$19.99,$29.99,6,$179.94,4.5,1.19
S21504000043,09/30/2014,2629,Hy-Vee Food Store #2 / Council Bluff,1745 MADISON AVE,COUNCIL BLUFFS,51503,"1745 MADISON AVE
COUNCIL BLUFFS 51503
(41.242732, -95.825137)",78.0,Pottawattamie,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.50,$14.25,12,$171.00,9.0,2.38
